COD,Tip Produs,DENUMIRE,DESCRIERE,CATEGORIE,PRET_RECOMANDAT,PRET_ACHIZITIE,STOC,IMAGINE_PRINCIPALA,BRAND,GREUTATE,Unnamed: 11,EAN,TVA,Moneda,Pret_Vanzare,ID_CATEGORIE,Product_ID,URL_IMAGINE_SECUNDARA_1,URL_IMAGINE_SECUNDARA_2,URL_IMAGINE_SECUNDARA_3,URL_IMAGINE_SECUNDARA_4,URL_IMAGINE_SECUNDARA_5
AVX-AG449A,Ciocan de lipit,"Ciocan de lipit cu rezistenta de 40W, alimentare 220V","<p>Ciocan de lipit cu rezistenta de 40W!&nbsp;Perfect pentru lipirea SMD È™i a componentelor mici.</p><p><b>Caracteristicile produsului:</b></p><ul><li>Ciocanul de lipit cu rezistenÈ›Äƒ este un instrument indispensabil util acasÄƒ, garaj sau atelier.</li><li>Usor si usor de folosit.&nbsp;Forma ergonomicÄƒ face ca fierul de lipit sÄƒ fie confortabil de lucrat.</li><li>Manerul fierului de lipit este acoperit cu cauciuc pentru o prindere mai ferma.</li><li>Cablul lung faciliteazÄƒ munca.</li></ul><p><b>SpecificaÈ›ie:</b><br></p><ul><li>Putere de lucru: 40W</li><li>Tensiune: 230V</li><li>Diametru vÃ¢rf: 1,5 mm</li><li>Culoare: negru È™i roÈ™u</li><li>Ambalare: blister</li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,27.38,14.8,23,https://export.avex.ro/wp-content/uploads/2023/07/AG449A_ag449a_21.jpg,AVEX,0.22,,5.90762E+12,,,,1480,1825,https://export.avex.ro/wp-content/uploads/2023/07/AG449A_ag449a_21.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG449A_ag449a_22.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG449A_ag449a_23.jpg,,
AVX-AG449C,Pistol de lipit,"Pistol de lipit cu rezistenta de 30W - 80W, alimentare 220V","<p>Pistol de lipit cu rezistenÈ›Äƒ de 30-80W, ideal pentru lipirea componentelor SMD mai mari, componentelor cu orificii È™i cablurilor.</p><p><b>Caracteristicile produsului:</b></p><ul><li>Pistolul de lipit cu rezistenÈ›Äƒ este un instrument indispensabil util acasÄƒ, garaj sau atelier.</li><li>Usor si usor de folosit.&nbsp;Forma ergonomicÄƒ face ca fierul de lipit sÄƒ fie confortabil de lucrat.&nbsp;MÃ¢ner acoperit cu cauciuc pentru o prindere mai bunÄƒ.</li><li>Are un sistem de incalzire in doua trepte: LOW-30W, HI-80W.&nbsp;CÃ¢nd este pornit, se Ã®ncÄƒlzeÈ™te cu o putere de 30W, dupÄƒ apÄƒsarea declanÈ™atorului, puterea creÈ™te la 80W</li><li>Se Ã®ncÄƒlzeÈ™te foarte repede, menÈ›ine temperatura de lucru stabil.</li><li>Pistolul de lipit are un Ã®ncÄƒlzitor ceramic care Ã®mbunÄƒtÄƒÈ›eÈ™te eficienÈ›a muncii, iar vÃ¢rful â€žde lungÄƒ duratÄƒâ€ este uÈ™or de Ã®nlocuit.</li><li>Cablul lung uÈ™ureazÄƒ mult munca.</li></ul><p><b>SpecificaÈ›ie:</b></p><ul><li>Putere de lucru: 30-80W (douÄƒ nivele)</li><li>Alimentare: 230V (de la reÈ›ea)</li><li>LED de lucru</li><li>Diametru vÃ¢rf: 1,5 mm</li><li>Sfaturi Ã®nlocuibile: da</li><li><b>Culoarea albastra</b></li><li>Ambalare: blister</li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,36.82,19.9,17,https://export.avex.ro/wp-content/uploads/2023/07/AG449C_ag449c_11.jpg,AVEX,0.452,,5.90762E+12,,,,1480,1826,https://export.avex.ro/wp-content/uploads/2023/07/AG449C_ag449c_11.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG449C_ag449c_12.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG449C_ag449c_13.jpg,,
AVX-AG709A,Set 280 de,"Set 280 de conectori de sertizare izolati, 15 tipuri, in carcasa de plastic","<p>Set de 280 de conectori de sertizare izolaÈ›i.&nbsp;Setul include 15 tipuri de conectori separaÈ›i Ã®n camere separate.&nbsp;O carcasÄƒ convenabilÄƒ, compactÄƒ, cu compartimente, Ã®mpiedicÄƒ amestecarea È™uruburilor.&nbsp;Toate camerele carcasei sunt semnate, ceea ce faciliteazÄƒ gÄƒsirea conectorului potrivit.&nbsp;Conectorii previn Ã®ndoirea excesivÄƒ a firelor È™i coroziunea acestora, asigurÄƒ o bunÄƒ izolare.</p><p><b>Caracteristicile È™i specificaÈ›iile produsului:</b></p><ul><li>Set de 280 conectori sertizat, izolati.</li><li>Ele previn Ã®ndoirea excesivÄƒ a firelor È™i coroziunea acestora.</li><li>Un set de 15 cele mai populare tipuri de prize.</li><li>CarcasÄƒ compactÄƒ Ã®mpÄƒrÈ›itÄƒ Ã®n compartimente descrise.</li><li>Material: metal + plastic (carcasa)</li><li>Culoare: amestec de culori</li><li>Ambalaj: carcasÄƒ din plastic</li></ul><p><b>Inclus (280):</b></p><p><b>RoÈ™u:</b></p><ul><li>20 x conectori tatÄƒ de 2,8 mm</li><li>20 x conectori mamÄƒ de 2,8 mm</li><li>20 x conectori tatÄƒ de 4,8 mm</li><li>20 x conectori mamÄƒ de 4,8 mm</li><li>20x conectori cu picÄƒ</li><li>20 x conectori tatÄƒ de 6,4 mm</li><li>20 x 6,4 mm conectori mamÄƒ</li><li>20x conectori cu ochi</li></ul><p><b>Albastru:</b></p><ul><li>20 x conectori tatÄƒ de 2,8 mm</li><li>20 x conectori mamÄƒ de 2,8 mm</li><li>20x conectori cu picÄƒ</li><li>20 x conectori tatÄƒ de 6,4 mm</li><li>20 x 6,4 mm conectori mamÄƒ</li></ul><p><b>Galben:</b></p><ul><li>10 x conectori tatÄƒ de 6,4 mm</li><li>10 conectori mamÄƒ de 6,4 m</li></ul><p></p>",Car Accessories > Tuning auto > Accesorii auto tuning,51.5,27.84,14,https://export.avex.ro/wp-content/uploads/2023/07/AG709A_ag709a_09.jpg,AVEX,0.189,,5.90762E+12,,,,1480,1827,https://export.avex.ro/wp-content/uploads/2023/07/AG709A_ag709a_09.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG709A_ag709a_03.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG709A_ag709a_02.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG709A_ag709a_04.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG709A_ag709a_05.jpg
AVX-AG725A,"Canistra 10l reutilizabila,","Canistra 10l reutilizabila, pliabila, etansa, transparenta, pentru apa potabila necesara in calatorii, camping, off-road, ATV","<p>O pungÄƒ de apÄƒ potabilÄƒ etanÈ™Äƒ È™i Ã®ncÄƒpÄƒtoare, cu o capacitate de pÃ¢nÄƒ la 10 litri.&nbsp;Are un maner confortabil pentru transport usor.&nbsp;Un capac mare, deÈ™urubat, faciliteazÄƒ turnarea È™i ieÈ™irea apei Ã®n interiorul sÄƒu.&nbsp;Posibilitatea plierii sale complete faciliteazÄƒ semnificativ depozitarea rezervorului.</p><p><b>NOTÄ‚: Produs reutilizabil!</b></p><p><b>Caracteristicile È™i specificaÈ›iile produsului:</b></p><ul><li>PungÄƒ de apÄƒ potabilÄƒ rezistentÄƒ la scurgeri È™i recipient.</li><li>Capacitate mare - pÃ¢nÄƒ la 10 litri.</li><li>MÃ¢ner de transport confortabil.</li><li>Capac filetat mare.</li><li>Complet pliabil</li><li>Material: plastic</li><li>Capacitate: 10 litri</li><li>Inaltime: 38 cm</li><li>Latime: 41 cm</li><li><b>Culoare: transparent</b></li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,33.6,18.16,19,https://export.avex.ro/wp-content/uploads/2023/07/AG725A_ag725a_02.jpg,AVEX,0.12,,5.90762E+12,,,,1480,1828,https://export.avex.ro/wp-content/uploads/2023/07/AG725A_ag725a_02.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG725A_ag725a_03.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG725A_ag725a_04.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG725A_ag725a_05.jpg,
AVX-AG781,Set 3 bile,Set 3 bile de lana pentru uscarea ultra-rapida a rufelor,"<p>Set de 3 bile de lana pentru uscatoarele automate de rufe.&nbsp;Ele previn formarea scamelor caracteristice.&nbsp;Acestea permit o centrifugare mai amÄƒnunÈ›itÄƒ a hainelor sau a lenjeriei de pat, datoritÄƒ cÄƒrora rufele sunt mai moi È™i se usucÄƒ mai repede.</p><p><b>Caracteristicile È™i specificaÈ›iile produsului:</b></p><ul><li>Set de 3 bile de lana pentru uscatoare de rufe.</li><li>Ele accelereazÄƒ uscarea rufelor.</li><li>Ele Ã®mpiedicÄƒ Ã®mbrÄƒcÄƒmintea sÄƒ se pileze.</li><li>Acestea fac rufele moi È™i fÄƒrÄƒ riduri.</li><li>Ele funcÈ›ioneazÄƒ cu maÈ™ini de spÄƒlat cu uscÄƒtor È™i uscÄƒtoare clasice.</li><li>Material: lana</li><li>Diametru minge: 7 cm</li><li><b>culoare alba<br></b></li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,29.23,15.8,43,https://export.avex.ro/wp-content/uploads/2023/07/AG781_ag781_06.jpg,AVEX,0.1,,5.90762E+12,,,,1480,1829,https://export.avex.ro/wp-content/uploads/2023/07/AG781_ag781_06.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG781_ag781_05.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG781_ag781_02.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG781_ag781_03.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG781_ag781_04.jpg
AVX-AG794,Set MINI pentru,"Set MINI pentru copii, Cos de basket + Minge + Pompa, pentru activitati in aer liber sau interior",<p>O jucÄƒrie grozavÄƒ pentru oamenii activi - un set complet de mini baschet.&nbsp;Perfect pentru a juca Ã®n aer liber.&nbsp;Setul include toate accesoriile necesare precum o minge si o pompa cu bile cu ac.&nbsp;Asamblare foarte simpla folosind componentele incluse.</p><p><b>Caracteristicile È™i specificaÈ›iile produsului:</b></p><ul><li>O jucÄƒrie grozavÄƒ pentru oamenii activi - un set complet de mini baschet.</li><li>Perfect pentru a juca Ã®n aer liber.</li><li>Setul include toate accesoriile necesare precum o minge si o pompa cu bile cu ac.</li><li>Asamblare foarte simpla folosind componentele incluse.</li><li>Diametrul cercului: 15 cm</li><li>LÄƒÈ›imea plÄƒcii: 27 cm</li><li>ÃŽnÄƒlÈ›imea plÄƒcii: 20 cm</li></ul>,Car Accessories > Tuning auto > Accesorii auto tuning,38.04,20.56,19,https://export.avex.ro/wp-content/uploads/2023/07/AG794_ag794_04.jpg,AVEX,2.3,,5.90762E+12,,,,1480,1830,https://export.avex.ro/wp-content/uploads/2023/07/AG794_ag794_04.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG794_ag794_02.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG794_ag794_03.jpg,,
AVX-AG833,Husa Confortabila de,"Husa Confortabila de protectie scaun sofer, foarte rezistenta, cu perforatii pentru aerisire si buzunar, culoare Neagra","<p>O husÄƒ confortabilÄƒ pentru scaunul din faÈ›Äƒ al maÈ™inii.&nbsp;Echipat cu o perforaÈ›ie specialÄƒ care mÄƒreÈ™te confortul scaunului.&nbsp;Un buzunar suplimentar Ã®n partea din faÈ›Äƒ a suprapunerii vÄƒ permite sÄƒ depozitaÈ›i obiecte mici.&nbsp;Fabricat din plastic, usor de curatat.</p><p><b>Caracteristicile È™i specificaÈ›iile produsului:</b></p><ul><li>O husÄƒ confortabilÄƒ pentru scaunul din faÈ›Äƒ al maÈ™inii.</li><li>Echipat cu o perforaÈ›ie specialÄƒ care mÄƒreÈ™te confortul scaunului.</li><li>Un buzunar suplimentar Ã®n partea din faÈ›Äƒ a suprapunerii vÄƒ permite sÄƒ depozitaÈ›i obiecte mici.</li><li>Husa este realizatÄƒ dintr-un material uÈ™or de curÄƒÈ›at.</li><li>Material: plastic</li><li>Dimensiuni: 50cm x 52cm</li><li><b>Culoare neagra</b></li><li>Ambalaj din plastic</li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,55.32,29.9,39,https://export.avex.ro/wp-content/uploads/2023/07/AG833_ag833_04.jpg,AVEX,0.25,,5.90762E+12,,,,1480,1831,https://export.avex.ro/wp-content/uploads/2023/07/AG833_ag833_04.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG833_ag833_05.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG833_ag833_02.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG833_ag833_03.jpg,
AVX-AG38R,Raft Elegant pentru,"Raft Elegant pentru depozitare Pantofi sau Pantaloni, cu traverse metalice, 4 nivele, dimensiuni 58 x 42 x 18 cm","<p>Foarte uÈ™or È™i stabil, raft pe mai multe niveluri pentru pantofi sau pantaloni.&nbsp;Aceasta este o soluÈ›ie perfectÄƒ care ne permite sÄƒ punem ordine Ã®n Ã®ncÄƒlÈ›Äƒmintea noastrÄƒ!&nbsp;Nu ocupa mult spatiu si va fi perfect chiar si in holuri si holuri mici.&nbsp;ConstrucÈ›ia durabilÄƒ va asigura stabilitatea rack-ului, chiar È™i atunci cÃ¢nd este Ã®ncÄƒrcat complet.&nbsp;Se va potrivi cu succes pÃ¢nÄƒ la 12 perechi de pantofi pe 4 niveluri!&nbsp;VerificaÈ›i singuri cÃ¢t de uÈ™or este sÄƒ schimbaÈ›i È™i sÄƒ organizaÈ›i sala!</p><p><b>Caracteristicile produsului:</b></p><ul><li>Raft ideal pentru o companie, magazin, birou È™i hol acasÄƒ!&nbsp;Oriunde sunt o mulÈ›ime de perechi de pantofi.</li><li>Foarte simplu de asamblat.&nbsp;StÃ¢lpii sunt din plastic rezistent, iar traversele sunt din È›evi metalice.</li><li>Nivelurile individuale ale raftului pot fi adÄƒugate sau scÄƒzute Ã®n mod liber dupÄƒ cum este necesar!</li><li>Poate Ã®ncÄƒpea pÃ¢nÄƒ la 12 perechi de pantofi!</li><li>Aspect foarte simplu È™i estetic - se va potrivi Ã®n decorul oricÄƒrei Ã®ncÄƒperi.</li><li>Este pe mai multe niveluri - economiseÈ™te perfect spaÈ›iul necesar depozitÄƒrii pantofilor.</li><li>Este format din 4 segmente.&nbsp;Segmentele pot fi conectate Ã®ntre ele pentru a obÈ›ine o Ã®nÄƒlÈ›ime mai mare.&nbsp;DatoritÄƒ acestui lucru, vom putea pune mai multe perechi de pantofi pe raftul nostru!</li><li>Se pliazÄƒ È™i se desfÄƒÈ™oarÄƒ foarte uÈ™or - dupÄƒ demontare ocupÄƒ puÈ›in spaÈ›iu!</li></ul><p><b>SpecificaÈ›ie:</b></p><ul><li>Material: metal (rafturi), plastic (altele)</li><li><b>Culoare rafturi: argintiu<br></b></li><li><b>Culoare barÄƒ transversalÄƒ: negru<br></b></li><li>Inaltime: 58 cm</li><li>Latime: 42 cm</li><li>AdÃ¢ncime: 18 cm</li><li>NumÄƒr maxim de perechi de pantofi: 12</li><li>NumÄƒr de niveluri: 4 (unul la 3 perechi de pantofi)</li><li>Ambalaj din plastic</li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,49.73,26.88,16,https://export.avex.ro/wp-content/uploads/2023/08/fbvaeb.jpg,AVEX,0.25,,5.90762E+12,,,,1480,1832,https://export.avex.ro/wp-content/uploads/2023/08/fbvaeb.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG38R_ag38r_21.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG38R_ag38r_22.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG38R_ag38r_23.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG38R_ag38r_24.jpg
AVX-AG527E,Set 8 buc.,Set 8 buc. role pentru reconditionare cabina de dus,"<p>Set de 8 role simple pentru cabine de dus.&nbsp;Se potriveÈ™te cu majoritatea tipurilor de cabine de duÈ™. Elemente fabricate din oÈ›el inoxidabil, suplimentar cromat.&nbsp;RoÈ›i robuste din plastic rezistent la uzurÄƒ.</p><p><b>Caracteristicile È™i specificaÈ›iile produsului:</b></p><ul><li><b>Un set de 8 role simple solide pentru cabina de dus.</b></li><li>Manopera foarte solida</li><li>Rolele sunt montate pe un rulment de tip ""EASY MOVE"" - functioneaza perfect cu orice profil.</li><li>Miezul este realizat din oÈ›el complet rezistent la coroziune - suplimentar cromat.</li><li>Reglarea Ã®nÄƒlÈ›imii roÈ›ii cu È™urub.</li><li>Material: otel inoxidabil (corp) + plastic (roti)</li><li>Inaltime rola: 4 cm</li><li>Latime rola: 5,5 cm</li><li>Diametru cerc: 2,3 cm</li><li>Latimea corpului: 3 cm</li><li>DistanÈ›a de la marginea sticlei pÃ¢nÄƒ la centrul gÄƒurii: 18 mm</li><li>Grosimea sticlei (recomandata): 4-6 mm</li><li>Latimea deschiderii sticlei (recomandata): 11-12 mm</li><li><b>Cantitate: 8</b></li><li>Culoare: aÈ™a cum aratÄƒ imaginea</li><li>Ambalaj din plastic</li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,41.59,22.48,27,https://export.avex.ro/wp-content/uploads/2023/07/AG527E_ag527e_02.jpg,AVEX,0.9,,5.90762E+12,,,,1480,1833,https://export.avex.ro/wp-content/uploads/2023/07/AG527E_ag527e_02.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG527E_ag527e_03.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG527E_ag527e_04.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG527E_ag527e_05.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG527E_ag527e_06.jpg
AVX-AG527A,Rola inferioara pentru,Rola inferioara pentru reconditionat cabina de dus,"<p>RolÄƒ solidÄƒ pentru partea inferioarÄƒ a cabinei de duÈ™.&nbsp;Se potriveÈ™te cu majoritatea tipurilor de cabine de duÈ™.</p><p><b>Caracteristicile È™i specificaÈ›iile produsului:</b></p><ul><li>Manopera foarte solida, corp din ABS (plastic rezistent)</li><li>Rola 25 mm x 5,6 mm montata pe un rulment de tip ""EASY MOVE"" cooperand perfect cu orice profil.</li><li>Miezul este realizat din oÈ›el complet rezistent la coroziune.</li><li>Reglarea Ã®nÄƒlÈ›imii roÈ›ii cu È™urub.</li><li>Ambalaj din plastic</li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,11.66,6.3,30,https://export.avex.ro/wp-content/uploads/2023/07/AG527A_ag527a_32.jpg,AVEX,0.1,,5.90762E+12,,,,1480,1834,https://export.avex.ro/wp-content/uploads/2023/07/AG527A_ag527a_32.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG527A_ag527a_33.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG527A_ag527a_31.jpg,,
AVX-AG757,Set 2 diuze,"Set 2 diuze spalare parbriz Universale, culoare Neagra","<p><span style=""color: rgb(51, 51, 51); font-size: 16px;"">Diuze universale pentru ceaÈ›Äƒ pentru spÄƒlatoarele de parbriz.&nbsp;Se potrivesc majoritÄƒÈ›ii vehiculelor datoritÄƒ orificiului standard cu un diametru de 0,5 cm (diametrul maxim al furtunului este de 0,8 cm).&nbsp;Sunt echipate cu un unghi de Ã®nclinare reglabil È™i posibilitatea de a schimba direcÈ›ia de pulverizare a lichidului de spÄƒlare cu un È™urub.&nbsp;Duzele de ceaÈ›Äƒ sunt o soluÈ›ie economicÄƒ È™i precisÄƒ, mult mai precisÄƒ decÃ¢t aspersoarele cu jet clasice.</span></p><p><b>Caracteristicile È™i specificaÈ›iile produsului:</b></p><ul><li>Duze universale pentru ceaÈ›Äƒ pentru spÄƒlatoarele de parbriz.</li><li>Se potrivesc cu majoritatea vehiculelor (diametrul furtunului de la 0,5 cm la 0,8 cm).</li><li>Reglarea unghiului duzei.</li><li>Posibilitatea de a schimba direcÈ›ia de pulverizare a lichidului (È™urub).</li><li>O soluÈ›ie economicÄƒ È™i precisÄƒ.</li><li>Material: plastic</li><li>Inaltime: 3,5 cm</li><li>Latime: 2,7 cm</li><li>Diametru filet: 0,5 cm</li><li><b>Culoare neagra</b></li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,18.5,10,67,https://export.avex.ro/wp-content/uploads/2023/07/AG757_ag757_06.jpg,AVEX,0.09,,5.90762E+12,,,,1480,1835,https://export.avex.ro/wp-content/uploads/2023/07/AG757_ag757_06.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG757_ag757_02.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG757_ag757_05.jpg,,
AVX-AG684ALB,Distribuitor de alimente,"Distribuitor de alimente si apa pentru animale, 2in1, culoare Alba","<p>Distribuitor automat de apÄƒ È™i alimente uscate pentru animale de companie.&nbsp;Cu siguranÈ›Äƒ faciliteazÄƒ porÈ›ionarea hranei pentru animalele de companie.&nbsp;Sticla de apÄƒ cu o capacitate de 0,5 L permite animalului dvs. de companie sÄƒ aibÄƒ acces la apÄƒ proaspÄƒtÄƒ Ã®n orice moment.&nbsp;Recipientul mare pentru furaje cu capac Ã®nchis asigurÄƒ o dozare Ã®ndelungatÄƒ a alimentelor mereu proaspete.&nbsp;Dispozitivul vÄƒ permite sÄƒ reglaÈ›i dimensiunea porÈ›iunii (Ã®n funcÈ›ie de gradul de deplasare a clapetei din partea de jos).&nbsp;Este un instrument excelent care Ã®i va permite proprietarului animalului de companie sÄƒ plece cÃ¢teva zile fÄƒrÄƒ teama de foame È™i sete.</p><p><b>Caracteristicile produsului:</b></p><ul><li>Produs nou, de Ã®naltÄƒ calitate.</li><li>Distribuitor automat de apÄƒ È™i alimente uscate pentru animale de companie.</li><li>FaciliteazÄƒ secreÈ›ia de porÈ›ii regulate de alimente.</li><li>Echipat cu un mecanism de control al porÈ›iunii.</li><li>Recipient mare, care poate fi blocat (care va rÄƒmÃ¢ne Ã®ntotdeauna proaspÄƒt).</li><li>Rezervor de apÄƒ dulce cu o capacitate de 0,5 L.</li><li>Aspectul modest È™i estetic.</li><li>Fabricat din plastic uÈ™or de curÄƒÈ›at.</li></ul><p><b>SpecificaÈ›ie:</b></p><ul><li>Material: plastic</li><li>ÃŽnÄƒlÈ›ime: 34 cm</li><li>AdÃ¢ncime: 26,5 cm</li><li>LÄƒÈ›ime: 34,5 cm</li><li>Capacitatea rezervorului de alimentare: 5 L</li><li>Capacitatea rezervorului de apÄƒ: 0,5 L</li><li>Control comod al porÈ›iunii (clapeta de jos)</li><li>Recipientul care poate fi blocat asigurÄƒ prospeÈ›imea lungÄƒ a alimentelor</li></ul>",Pet shop > Hrana & accesorii hranire > Castroane si adapatori animale,154.57,83.55,47,https://export.avex.ro/wp-content/uploads/2023/07/AG684_ag684_11.jpg,AVEX,0.4,,5.90762E+12,0,RON,231.855,1387,1836,https://export.avex.ro/wp-content/uploads/2023/07/AG684_ag684_11.jpg,https://export.avex.ro/wp-content/uploads/2023/07/AG684_ag684_12.jpg,,,
AVX-3CNV,Set 3 sasiuri,"Set 3 sasiuri din lemn cu panza CANVAS pentru pictura, culoare Alb Mat, Marca AVEX","<h4>DESCRIERE</h4><p>Set 3 sasiuri din lemn cu panza CANVAS pentru pictura&nbsp;<b>Marca AVEX</b>&nbsp;pentru PICTORI JUNIORI sau PICTORI CONSACRATI. Panza pentru pictura intinsa pe sasiu din lemn este un PRODUS PREMIUM lucrat manual.</p><p>Datorita calitatii exceptionale ale panzei, ea se preteaza atat pentru culori acrilice cat si pentru culori pe baza de ulei. Finisajul alb mat al panzei ofera acesteia posibilitatea de a exprima atat un aspect modern al picturii cat si unul clasic, in functie de tipul de culori folosite.</p><p>Panza CANVAS de Calitate Superioara cu grosimea de 270 g/mp este intinsa cu grija pe sasiul fabricat din sipci usoare dar solide din lemn de rasinoase fara noduri cu sectiunea de 3,3 x 2 cm. Asamblam sasiurile si intindem panza pe acestea&nbsp;<b>MANUAL</b>&nbsp;intr-un mod absolut profesionist cu clesti profesionali.</p><p>Fiecare piesa de pictura include si suport de agatare pe perete metalic.<br></p><h4>CARACTERISTICI</h4><p>Grosime panza: 270 g/mp</p><p>Culoare: alb mat</p><p>Sectiune sasiu: 3,3 x 2 cm</p><p>Material sasiu: lemn rasinoase</p><h4>CONTINUT PACHET</h4><p>1 tablou x 45 x 40 cm</p><p>1 tablou x 35 x 30 cm</p><p>1 tablou x 25 x 20 cm</p><p>3 x agatatori metalice</p>",Car Accessories > Tuning auto > Accesorii auto tuning,79.4,42.92,19,https://export.avex.ro/wp-content/uploads/2023/07/sasiuri_panza1x-scaled.jpg,AVEX,0.25,,6.42764E+12,,,,1480,1837,https://export.avex.ro/wp-content/uploads/2023/07/sasiuri_panza1x-scaled.jpg,https://export.avex.ro/wp-content/uploads/2023/07/sasiuri_panza3.jpg,https://export.avex.ro/wp-content/uploads/2023/07/sasiuri_panza4.jpg,https://export.avex.ro/wp-content/uploads/2023/07/sasiuri_panza5.jpg,https://export.avex.ro/wp-content/uploads/2023/07/sasiuri_panza6.jpg
AVX-T4526,"Intrerupator ""Contact General""","Intrerupator ""Contact General"" dimensiune MARE pentru Camioane, 12V - 24V, cu cheie metalica","<p>Intrerupator ""Contact General"" pentru Camion cu cheie metalica</p><p>Tensiune: 12V - 24V</p><p>Numar borne: 2</p>",Car Accessories > Tuning auto > Accesorii auto tuning,88.5,47.84,5,https://export.avex.ro/wp-content/uploads/2023/07/4526_16081_IMG_8717r.jpg,AVEX,0.29,,6.42764E+12,,,,1480,1838,https://export.avex.ro/wp-content/uploads/2023/07/4526_16081_IMG_8717r.jpg,https://export.avex.ro/wp-content/uploads/2023/07/4526_16080_IMG_8715r.jpg,https://export.avex.ro/wp-content/uploads/2023/07/4526_16079_IMG_8716r.jpg,,
AVX-SREF-05,Set 2 stickere,"Set 2 stickere reflectorizante BUMERANG cu insertie Carbon 5D, culoare Galben",<p>Set 2 buc. sticker REFLECTORIZANT BUMERANG de calitate superioara&nbsp;<b>marca ORACAL</b>.</p><p>Lungime sticker: 30 cm</p><p>Recomandam lipirea lor pe suprafete vopsite (suprafata lucioasa) pentru o rezistenta indelungata.</p>,Car Accessories > Tuning auto > Accesorii auto tuning,47.92,25.9,995,https://export.avex.ro/wp-content/uploads/2023/07/613cDKriz8L._SL1001_.jpg,AVEX,0.09,,6.42764E+12,0,RON,71.88,1480,1839,https://export.avex.ro/wp-content/uploads/2023/07/613cDKriz8L._SL1001_.jpg,,,,
AVX-SREF-07,Set 2 stickere,"Set 2 stickere reflectorizante BUMERANG cu insertie Carbon 5D, culoare Albastra",<p>Set 2 buc. sticker REFLECTORIZANT BUMERANG de calitate superioara&nbsp;<b>marca ORACAL</b>.</p><p>Lungime sticker: 30 cm</p><p>Recomandam lipirea lor pe suprafete vopsite (suprafata lucioasa) pentru o rezistenta indelungata.</p>,Car Accessories > Tuning auto > Accesorii auto tuning,47.92,25.9,992,https://export.avex.ro/wp-content/uploads/2023/07/rBVa31-NQXCAV9cWAAE70u2licY040.jpg,AVEX,0.09,,6.42764E+12,0,RON,71.88,1480,1840,https://export.avex.ro/wp-content/uploads/2023/07/rBVa31-NQXCAV9cWAAE70u2licY040.jpg,,,,
